koi_period,koi_depth,koi_duration,koi_ror,koi_srho,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_impact,koi_model_snr,koi_tce_plnt_num,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,planet_star_ratio,signal_quality,orbital_velocity,fp_total_score,transit_shape_factor,is_exoplanet
0.5276763491099999,20000.0,0.798706,0.00468301,30.0,0.52,1751.6723509260491,0.35,7617.827259406332,3.773525897860799,4.627099851756531,0.003,5.1,1.9128708831889498,0.0,0.0,0.0,0.0,0.004707598774168962,234.189,0.3541962734456018,0.0,0.00874861220523634,0
157.57077853651438,24.714999999999996,0.798706,0.5,0.01,50.0,1994.0865095453744,10000.0,5454.747363676516,3.711649987961569,0.44363,1.5,8.155622295966541,1.0,0.0,0.35056294800843124,0.696759790801085,0.0,1.1473149066312218,234.189,0.028015724770212497,0.5779319708869891,0.00874861220523634,0
0.5276763491099999,24.714999999999996,0.798706,0.5,30.0,50.0,196.63,0.35,4765.53616339792,4.1025442640482295,6.98343343222437,1.5,5.1,1.3685936555293319,0.5736560814742478,0.0,0.5159268588523443,0.11944756631716161,1.1473149066312218,234.189,0.5240156109421649,0.8724186659981061,0.9437134023881656,0
0.5276763491099999,24.714999999999996,0.798706,0.00468301,30.0,0.52,867.6336414797386,10000.0,5634.223513713204,3.4725519382640435,12.816970000000065,0.003,5.1,1.7227298596762135,0.4005517513828776,0.06745463122553111,0.09377237743862019,0.0,0.004707598774168962,234.189,0.0018148891178477713,0.11739808091626358,0.00874861220523634,0
550.9979034000003,24.714999999999996,30.04754200000019,0.00468301,30.0,50.0,1929.1482078381127,10000.0,7015.282805095734,3.3181268758470477,9.01861605580165,0.003,69.69762111736694,1.1969471994440373,0.9122520250435812,0.3849323719814507,0.0,0.2653310080644131,0.004707598774168962,234.189,0.8090479696495244,1.364676482711063,1.6600442487634264,0
0.5276763491099999,20000.0,2.5681717494959684,0.00468301,30.0,50.0,196.63,0.35,5191.064812149894,3.822788141215364,0.44363,0.003,109.88290233820038,1.1834858122256318,0.0,0.0,0.0,0.07761402765108055,0.004707598774168962,18654931.218909506,0.0018148891178477713,0.0,0.00874861220523634,0
550.9979034000003,3014.0240243477347,0.798706,0.00468301,30.0,0.52,1206.2039641677475,0.35,4206.399238699108,3.1204406919824303,7.076410750525783,0.003,60.28931266980373,1.0,0.5284496427300571,0.44164810243186675,0.3835650090653141,0.5624369364818704,0.004707598774168962,3386011.3633399894,0.515514534594155,1.8579712594079938,3.312012382239106,0
550.9979034000003,24.714999999999996,17.735749422155614,0.00468301,30.0,0.52,2340.469662542672,10000.0,3640.0,2.6702223290082925,12.816970000000065,0.003,87.41145761980317,1.0,0.32566681247221674,0.298854202849368,0.5740746949291167,0.36888317714676533,0.004707598774168962,234.189,0.037538072684339535,1.67459476176463,4.469850345696435,0
550.9979034000003,5102.485150813054,11.729588545590774,0.5,30.0,50.0,196.63,0.35,4177.581116466899,4.257157238269134,0.44363,1.5,158.76069225351273,1.0,0.048047734457642266,0.0,1.0,0.7356194430084307,1.1473149066312218,2698578.7112490106,0.0018148891178477713,1.3706639617122893,0.00874861220523634,0
550.9979034000003,24.714999999999996,0.798706,0.5,30.0,0.52,2270.294880942495,10000.0,6112.16007534412,4.34743294692735,11.539630560517955,1.5,5.1,1.4486824400872327,0.5761317731679816,0.0,0.5632639264213641,0.1309890499586574,1.1473149066312218,373886.50939750014,0.5705998872904642,1.2206043007123588,2.9386614605380403,0
0.5276763491099999,24.714999999999996,0.798706,0.5,30.0,50.0,733.7540975713648,0.35,4110.925940982406,3.0624208129345893,12.816970000000065,1.5,5.1,1.8302069790976851,0.9804704090111999,0.0,0.2400715570739987,0.7245839305712393,1.1473149066312218,234.189,0.19013387882399393,1.816921288964564,1.3354608198876887,0
550.9979034000003,24.714999999999996,0.798706,0.00468301,30.0,0.52,3503.1017611128727,10000.0,6142.671055014261,4.267322433586393,0.44363,0.003,89.62359049897178,1.2641355632966877,0.0,0.26290294393120006,0.6647335557969725,0.14798234415973174,0.004707598774168962,234.189,0.8221221912593031,0.89743150667847,0.00874861220523634,0
550.9979034000003,14655.783248700112,1.7926251623203686,0.5,30.0,0.52,2448.945795509194,10000.0,5840.482015717792,3.5047004176474905,12.816970000000065,1.5,96.35370450522649,1.5741743700903124,0.25882751129914167,0.16650727053467906,0.0,0.08250383006789977,1.1473149066312218,2231167.7992876517,0.23557778408683117,0.12434386306117362,0.9517922311972818,0
0.5276763491099999,24.714999999999996,20.509296074670374,0.00468301,30.0,0.52,2528.0112346389205,0.35,6319.089517359398,3.4749420343229698,12.816970000000065,0.003,184.2453844804746,1.0,1.0,0.4111127482647096,0.27545856511404737,0.0,0.004707598774168962,234.189,0.674386830824329,1.4583649936147145,3.7396269485691462,0
550.9979034000003,7978.341071061396,0.798706,0.00468301,30.0,0.52,2346.7566543930025,0.35,5189.497284514024,3.032472798115941,12.816970000000065,0.003,5.1,1.417629366193794,0.0,0.6793545503138663,0.31650679079214195,0.0,0.004707598774168962,1598497.0763145871,0.35763694400961044,0.7545305877865179,0.00874861220523634,0
148.59764505358052,24.714999999999996,0.798706,0.00468301,30.0,0.52,2786.6463383670953,0.35,4897.431028886713,3.1066861095933054,0.44363,0.003,32.72775404159945,1.1461356428753953,0.17740842356431635,0.38964802968570456,0.7078942829376029,0.5532847688837722,0.004707598774168962,234.189,0.9181842070231376,1.7604048146933309,2.317794124214539,0
0.5276763491099999,20000.0,0.798706,0.00468301,30.0,0.52,2758.746597078117,10000.0,5163.278124633567,4.6768798439456205,0.44363,0.003,145.49208792462358,1.0999574737981423,0.0,0.0,0.5235454539658042,0.4954283139648785,0.004707598774168962,21669202.37451407,1.2218865282431757,0.2540029018304094,0.00874861220523634,0
550.9979034000003,1464.7459343600685,16.29780164679734,0.5,30.0,0.52,845.0512976949407,10000.0,4273.975387635814,4.035673849911905,8.983637114398626,1.5,10.368189726442932,1.466772260864137,0.07196494519361918,0.0,0.7499222220137083,0.4717232496320384,1.1473149066312218,234.189,0.0018148891178477713,1.2329233988463126,0.00874861220523634,0
0.5276763491099999,4833.636540210989,30.04754200000019,0.00468301,0.01,0.52,196.63,0.35,5306.788474984591,4.568257484850914,0.44363,0.003,5.1,2.3688221063706933,0.23808106515463337,0.0,0.0,0.0,0.004707598774168962,7423041.864764913,0.0018148891178477713,0.0,0.00874861220523634,0
0.5276763491099999,24.714999999999996,24.021316865213237,0.5,30.0,50.0,2116.612782226627,10000.0,5596.183015255852,3.4781217434980727,2.9181390531681033,1.5,5.1,1.0,0.07432077524386554,0.5115847884339529,0.44595196646580315,0.3946299755397984,1.1473149066312218,234.189,0.022167141538471824,1.4421124158920282,0.0942582139039928,0
550.9979034000003,24.714999999999996,28.134063449773024,0.00468301,30.0,0.52,196.63,0.35,3640.0,4.808110000000003,0.44363,0.003,196.1003151405245,1.0,0.0,0.9265074731646603,0.0,0.0,0.004707598774168962,234.189,0.0018148891178477713,0.4113958282205027,3.7538922714646508,0
0.5276763491099999,5169.3757249938935,3.166740728663376,0.5,0.01,0.52,311.33892733026744,10000.0,5660.251837232999,3.5529634378947477,12.816970000000065,1.5,24.10838121689463,1.4197064965783333,0.0,0.4017485098684844,0.0,0.0,1.1473149066312218,234.189,0.0018148891178477713,0.0,1.9753740664900166,0
0.5276763491099999,4222.744417085327,0.798706,0.00468301,30.0,50.0,4000.0,10000.0,8039.441533685983,3.267569058323543,12.816970000000065,0.003,82.50901840551359,1.3776974979185763,0.8340117940366165,0.6640581856561599,0.16585204865441755,0.12849772458028422,0.004707598774168962,5293195.385798857,0.534879710777619,1.8385115259370304,1.62779906934955,0
0.5276763491099999,24.714999999999996,30.04754200000019,0.00468301,0.01,50.0,196.63,10000.0,5166.764002342179,3.9338739531995928,2.3044118216027973,0.003,95.01515673937737,1.0,0.13765019567342482,0.18222209259750904,0.3356008145128272,0.06171807876160318,0.004707598774168962,234.189,0.0018148891178477713,0.7477776642533633,0.00874861220523634,0
0.5276763491099999,20000.0,0.798706,0.5,30.0,0.52,2419.4597241227957,10000.0,4673.3127057684815,3.657362511337798,12.816970000000065,1.4286515809224252,5.1,1.9662256916286491,0.19912988949533722,0.06162410772556781,0.6141283609824715,0.0,0.7309565356624238,10581076.788182545,0.6890524078981775,0.5030375890416947,0.00874861220523634,0
0.5276763491099999,8476.628199884484,0.798706,0.5,30.0,50.0,301.0955399867129,0.35,6084.345416949457,4.808110000000003,0.44363,1.5,145.8839949316407,1.0,0.02383248268677496,0.3245702863059716,0.7372988519453129,0.005363273561790852,1.1473149066312218,7451876.362989242,0.5256784005442149,0.9952068223605268,0.5921720060671313,0
550.9979034000003,24.714999999999996,19.086011130017326,0.00468301,0.01,0.52,880.1188253365283,0.35,3640.0,2.56126,5.728681525450176,0.003,27.491778459771332,1.0,0.053996334422352465,0.0,0.4649160689093149,0.4969363040611854,0.004707598774168962,234.189,0.0018148891178477713,0.9231557289757324,0.00874861220523634,0
550.9979034000003,20000.0,0.798706,0.5,30.0,50.0,3976.5975950379766,10000.0,7120.047070907447,3.610800319022054,0.44363,1.5,5.1,1.0,0.0,0.7835932309756908,0.0,0.0,1.1473149066312218,15374696.774783853,1.3075056141149808,0.0,1.4916608607073671,0
